"Russell.Ticker","Russell.Company","Bloomberg.Name","BB.Unique.ID","Bloomberg.Ticker","RF.UI.ID"
"CWCO","CONSOLIDATED WATER CO","CONSOLIDATED WATER CO-ORD SH","EQ0015912000001000","CWCO","CZXUI"
"CWEI","WILLIAMS CLAYTON ENERGY","CLAYTON WILLIAMS ENERGY INC","EQ0010326000001000","CWEI","z2jpf"
"CWH","COMMONWEALTH REIT","COMMONWEALTH REIT","EQ0010071800001000","CWH","UkjB"
"CWST","CASELLA WASTE SYSTEMS","CASELLA WASTE SYSTEMS INC-A","EQ0030202700001000","CWST","CjtpC"
"CWT","CALIFORNIA WTR SVC GRP","CALIFORNIA WATER SERVICE GRP","EQ0010326600001000","CWT","CeO1L"
"CWTR","COLDWATER CREEK INC","COLDWATER CREEK INC","EQ0020242000001000","CWTR","CHAhk"
"CXO","CONCHO RESOURCES INC","CONCHO RESOURCES INC","EQ0000000003469121","CXO","I2NYZV"
"CXPO","CRIMSON EXPLORATION INC","CRIMSON EXPLORATION INC","EQ0011922700002000","CXPO","C8y9k"
"CXS","CREXUS INVESTMENT CORP","CREXUS INVESTMENT CORP","EQ0000000008609775","CXS","CZdP6"
"CXW","CORRECTIONS CORP OF AME","CORRECTIONS CORP OF AMERICA","EQ0022533500001000","CXW","Gpdn9"
"CY","CYPRESS SEMICONDUCTOR","CYPRESS SEMICONDUCTOR CORP","EQ0010042400001000","CY","Cdr2N"
"CYBX","CYBERONICS INC","CYBERONICS INC","EQ0011697200001000","CYBX","CORD7"
"CYH","COMMUNITY HEALTH SYSTEM","COMMUNITY HEALTH SYSTEMS INC","EQ0117863200001000","CYH","CwWz4"
"CYMI","CYMER INC","CYMER INC","EQ0019430800001000","CYMI","E-lUc"
"CYN","CITY NATIONAL CORP","CITY NATIONAL CORP","EQ0010033800001000","CYN","CByVu"
"CYNO","CYNOSURE INC","CYNOSURE INC-A","EQ0000000000147253","CYNO","DrSkc"
"CYS","CYPRESS SHARPRIDGE INV",NA,NA,"","L6KUC"
"CYT","CYTEC INDUSTRIES INC","CYTEC INDUSTRIES INC","EQ0012680800001000","CYT","CAaV0"
"CYTX","CYTORI THERAPEUTICS INC","CYTORI THERAPEUTICS INC","EQ0140465000001003","CYTX","CZUcv"
"CZNC","CITIZENS & NORTHERN COR","CITIZENS & NORTHERN CORP","EQ0017487900001000","CZNC","3F79D"
"D","DOMINION RESOURCES INC","DOMINION RESOURCES INC/VA","EQ0010046600001000","D","CDhNb"
"DAKT","DAKTRONICS INC","DAKTRONICS INC","EQ0012985500001000","DAKT","CaIZf"
"DAL","DELTA AIR LINES INC DEL","DELTA AIR LINES INC","EQ0000000003472077","DAL","B_MyN"
"DAN","DANA HOLDING CORP","DANA HOLDING CORP","EQ0000000005314389","DAN","B_HUq"
"DAR","DARLING INTERNATIONAL","DARLING INTERNATIONAL INC","EQ0013625400001000","DAR","CjiB9"
"DBD","DIEBOLD INC","DIEBOLD INC","EQ0010045700001000","DBD","CBKgP"
"DCI","DONALDSON INC","DONALDSON CO INC","EQ0010046800001000","DCI","ChU4s"
"DCO","DUCOMMUN INC","DUCOMMUN INC","EQ0010331700001000","DCO","CBH8c"
"DCOM","DIME CMNTY BANCSHARES","DIME COMMUNITY BANCSHARES","EQ0017191500001000","DCOM","FmemE"
"DCT","DCT INDUSTRIAL TRUST IN","DCT INDUSTRIAL TRUST INC","EQ0000000002920698","DCT","B_KFC"
"DCTH","DELCATH SYS INC","DELCATH SYSTEMS INC","EQ0118202900001000","DCTH","I2PSpO"
"DD","DU PONT E I DE NEMOURS","DU PONT (E.I.) DE NEMOURS","EQ0010047900001000","DD","B_L6r"
"DDD","3D SYSTEMS CORP","3D SYSTEMS CORP","EQ0010821300001001","DDD","CBFOw"
"DDIC","DDI CORP","DDI CORP","EQ0000000000877704","","CZSoQ"
"DDR","DEVELOPERS DIVERSIFIED","DDR CORP","EQ0011690600001000","DDR","_kSup"
"DDS","DILLARDS INC","DILLARDS INC-CL A","EQ0010046000002000","DDS","B_J0w"
"DE","DEERE & CO","DEERE & CO","EQ0010043800001000","DE","CACip"
"DECK","DECKERS OUTDOOR CORP","DECKERS OUTDOOR CORP","EQ0012618100001000","DECK","I2PsJ8"
"DEI","DOUGLAS EMMETT INC","DOUGLAS EMMETT INC","EQ0000000002606705","DEI","rlvWk"
"DEL","DELTIC TIMBER CORP","DELTIC TIMBER CORP","EQ0020241200001000","DEL","ChU8o"
"DELL","DELL INC","DELL INC","EQ0010171800001000","DELL","B_IQc"
"DENN","DENNYS CORP","DENNY'S CORP","EQ0031300300001000","DENN","Cdmkf"
"DEPO","DEPOMED INC","DEPOMED INC","EQ0021111600001000","DEPO","CERiv"
"DEST","DESTINATION MATERNITY","DESTINATION MATERNITY CORP","EQ0011668300001000","DEST","CG_r_"
"DF","DEAN FOODS COMPANY","DEAN FOODS CO","EQ0015495400001000","DF","B_KI5"
"DFG","DELPHI FINANCIAL GRP IN","DELPHI FINANCIAL GROUP-CL A","EQ0010338400001000","","C80Ta"
"DFR","CIFC DEERFIELD CORP","CIFC CORP","EQ0000000001688768","DFR","6wTbK"
"DFS","DISCOVER FINANCIAL SRVC","DISCOVER FINANCIAL SERVICES","EQ0000000003589216","DFS","CACv-"
"DFT","DUPONT FABROS TECHNOLOG","DUPONT FABROS TECHNOLOGY","EQ0000000003833420","DFT","mhn96"
"DFZ","BARRY R G CORP OHIO","BARRY (R.G.)","EQ0010650200001000","DFZ","CAaM_"
"DG","DOLLAR GENERAL CORP","DOLLAR GENERAL CORP","EQ0000000008890202","DG","B_Exm"
"DGI","DIGITALGLOBE INC","DIGITALGLOBE INC","EQ0000000006062373","DGI","CItz_"
"DGICA","DONEGAL GROUP INC","DONEGAL GROUP INC-CL A","EQ0010334900002000","DGICA","I2Y1pK"
"DGII","DIGI INTL INC","DIGI INTERNATIONAL INC","EQ0010335000001000","DGII","C4CI-"
"DGIT","DG FASTCHANNEL INC","DG FASTCHANNEL INC","EQ0017144200001000","DGIT","COt7v"
"DGX","QUEST DIAGNOSTICS INC","QUEST DIAGNOSTICS INC","EQ0020250800001000","DGX","B_Kiw"
"DHI","D R HORTON INC","DR HORTON INC","EQ0010344500001000","DHI","CUgJC"
"DHIL","DIAMOND HILL INVESTMENT","DIAMOND HILL INVESTMENT GRP","EQ0017902700001000","DHIL","0ZIQV"
"DHR","DANAHER CORP","DANAHER CORP","EQ0010043000001000","DHR","CAMOs"
"DHT","DHT HOLDINGS INC","DHT HOLDINGS INC","EQ0000000001999310","DHT","ENU0q"
"DHX","DICE HOLDINGS INC","DICE HOLDINGS INC","EQ0000000002952781","DHX","B_LUe"
"DIN","DINEEQUITY INC","DINEEQUITY INC","EQ0010462900001000","DIN","EOVvF"
"DIOD","DIODES INC","DIODES INC","EQ0010337000001000","DIOD","I2XMnA"
"DIS","DISNEY WALT CO","WALT DISNEY CO/THE","EQ0010046300001000","DIS","B_7kb"
"DISCA","DISCOVERY COMMUNICATNS","DISCOVERY COMMUNICATIONS-A","EQ0000000001662944","DISCA","CIs8_"
"DISH","DISH NETWORK CORP","DISH NETWORK CORP-A","EQ0017102700001000","DISH","B_sin"
"DK","DELEK US HLDGS INC","DELEK US HOLDINGS INC","EQ0000000002294725","DK","DMM2_"
"DKS","DICKS SPORTING GOODS IN","DICK\'S SPORTING GOODS INC","EQ0000000000262221","DKS","CG0Rg"
"DLA","DELTA APPAREL INC","DELTA APPAREL INC","EQ0117601500001000","DLA","I3kZL-"
"DLB","DOLBY LABORATORIES INC","DOLBY LABORATORIES INC-CL A","EQ0000000000352002","DLB","CJ1oP"
"DLGC","DIALOGIC INC","DIALOGIC INC","EQ0000000002923463","DLGC","aGC0c"
"DLLR","DOLLAR FINANCIAL CORP","DFC GLOBAL CORP","EQ0000000001017319","DLLR","I2Y1vQ"
"DLR","DIGITAL REALTY TRUST IN","DIGITAL REALTY TRUST INC","EQ0000000001254338","DLR","B_KDd"
"DLTR","DOLLAR TREE INC","DOLLAR TREE INC","EQ0015976500001000","DLTR","B_J3B"
"DLX","DELUXE CORP","DELUXE CORP","EQ0010044400001000","DLX","B_LPM"
"DM","DOLAN COMPANY","DOLAN CO/THE","EQ0039522100001000","DM","Mj1Hd"
"DMAN","DEMANDTEC INC",NA,NA,"","I2OhKH"
"DMD","DEMAND MEDIA INC","DEMAND MEDIA INC","EQ0000000002500476","DMD","CwU3Z"
"DMND","DIAMOND FOODS INC","DIAMOND FOODS INC","EQ0000000001677566","DMND","I2OHJ0"
"DMRC","DIGIMARC CORPORATION","DIGIMARC CORP","EQ0000000007157990","DMRC","CEc4P"
"DNB","DUN & BRADSTREET CORP","DUN & BRADSTREET CORP","EQ0141462600001000","DNB","B_KZf"
"DNBK","DANVERS BANCORP INC",NA,NA,"","D-qT1"
"DNDN","DENDREON CORP","DENDREON CORP","EQ0091577500001000","DNDN","B_RLe"
"DNR","DENBURY RESOURCES INC","DENBURY RESOURCES INC","EQ0010865300001001","DNR","CEG0H"
"DO","DIAMOND OFFSHR DRILLING","DIAMOND OFFSHORE DRILLING","EQ0017124800001000","DO","BhDNQB"
"DOLE","DOLE FOOD CO INC","DOLE FOOD CO INC","EQ0000000008870389","DOLE","B_QL-"
"DORM","DORMAN PRODUCTS INC","DORMAN PRODUCTS INC","EQ0010642800001000","DORM","CLjbi"
"DOV","DOVER CORP","DOVER CORP","EQ0010047000001000","DOV","B_e1m"
"DOW","DOW CHEMICAL CO","DOW CHEMICAL CO/THE","EQ0010047100001000","DOW","B_OIl"
"DOX","AMDOCS LTD","AMDOCS LTD","EQ0030569800001000","DOX","CZ26j"
"DPL","DPL INC","DPL INC","EQ0010047400001000","DP1","D9_HB"
"DPS","DR PEPPER SNAPPLE GROUP","DR PEPPER SNAPPLE GROUP INC","EQ0000000004656351","DPS","Cdrc4"
"DPZ","DOMINOS PIZZA INC","DOMINO\'S PIZZA GROUP PLC","EQ0000000001067610","DOM","DLLqg"
"DRC","DRESSER-RAND GROUP INC","DRESSER-RAND GROUP INC","EQ0000000001759857","DRC","CB07S"
"DRCO","DYNAMICS RESEARCH CORP","DYNAMICS RESEARCH CORP","EQ0010344100001000","DRCO","GvHPd"
"DRE","DUKE REALTY CORP","DUKE REALTY CORP","EQ0010048200001000","DRE","FFs0A"
"DRH","DIAMONDROCK HOSPITALITY","DIAMONDROCK HOSPITALITY CO","EQ0000000001640665","DRH","B_2iV"
"DRI","DARDEN RESTAURANTS INC","DARDEN RESTAURANTS INC","EQ0017016500001000","DRI","CBda3"
"DRIV","DIGITAL RIVER INC","DIGITAL RIVER INC","EQ0034835600001000","DRIV","CCKMn"
"DRL","DORAL FINANCIAL CORP","DORAL FINANCIAL CORP","EQ0010397700001000","DRL","I2x1Hu"
"DRQ","DRIL-QUIP INC","DRIL-QUIP INC","EQ0030267700001000","DRQ","B_okJ"
"DRRX","DURECT CORP","DURECT CORPORATION","EQ0087146500001000","DRRX","I2gvJE"
"DSPG","DSP GROUP INC","DSP GROUP INC","EQ0013609200001000","DSPG","I4si39"
"DST","DST SYSTEMS INC","DST SYSTEMS INC","EQ0017947100001000","DST","B_Oi7"
"DSW","DSW INC","DSW INC-CLASS A","EQ0000000001661467","DSW","B_Xbk"
"DTE","DTE ENERGY CO","DTE ENERGY COMPANY","EQ0096432600001000","DTE","CCecK"
"DTG","DOLLAR THRIFTY AUTO","DOLLAR THRIFTY AUTOMOTIVE GP","EQ0030291000001000","DTG","Cac4Z"
"DTSI","DTS INC","DTS INC","EQ0000000000579094","DTSI","CjPZ3"
"DTV","DIRECTV GROUP INC","DIRECTV-CLASS A","EQ0000000000878776","DTV","B_tm0"
"DUF","DUFF & PHELPS CORP","DUFF & PHELPS CORP-CLASS A","EQ0000000003565820","DUF","CEG-D"
"DUK","DUKE ENERGY CORP","DUKE ENERGY CORP","EQ0010048100001000","DUK","B_Jtj"
"DUSA","DUSA PHARMACEUTICALS IN","DUSA PHARMACEUTICALS INC","EQ0010348800001001","DUSA","Ec841"
"DV","DEVRY INC","DEVRY INC","EQ0010349800001000","DV","C1qQI"
"DVA","DAVITA INC","DAVITA INC","EQ0017138900001000","DVA","CAJIz"
"DVAX","DYNAVAX TECHNOLOGIES","DYNAVAX TECHNOLOGIES CORP","EQ0091708800001000","DVAX","CqXm_"
"DVN","DEVON ENERGY CORP","DEVON ENERGY CORPORATION","EQ0082374800001000","DVN","B_M8s"
"DVOX","DYNAVOX INC","DYNAVOX INC-CLASS A","EQ0000000009546555","DVOX","FSDP5"
"DVR","CAL DIVE INTL INC","CAL DIVE INTERNATIONAL INC","EQ0000000002569739","DVR","3i2oX"
"DW","DREW INDUSTRIES INC","DREW INDUSTRIES INC","EQ0010344200001000","DW","B_1rQ"
"DWA","DREAMWORKS ANIMATION SK","DREAMWORKS ANIMATION SKG-A","EQ0000000001231758","DWA","B_E24"
"DWSN","DAWSON GEOPHYSICAL CO","DAWSON GEOPHYSICAL CO","EQ0010350400001000","DWSN","DeJ1Q"
"DX","DYNEX CAPITAL INC","DYNEX CAPITAL INC","EQ0010655900001000","DX","DesBK"
"DXCM","DEXCOM INC","DEXCOM INC","EQ0000000001594263","DXCM","CZUfL"
"DXPE","DXP ENTERPRISES INC NEW","DXP ENTERPRISES INC","EQ0015494100001000","DXPE","CSwf_"
"DY","DYCOM INDUSTRIES INC","DYCOM INDUSTRIES INC","EQ0010048700001000","DY","B_1z4"
"DYAX","DYAX CORP","DYAX CORP","EQ0031374800001000","DYAX","CAAcS"
"DYN","DYNEGY INC","DYNEGY INC","EQ0012644000001000","DYN","B_Mun"
"EAT","BRINKER INTERNATIONAL","BRINKER INTERNATIONAL INC","EQ0010022400001000","EAT","COOy3"
"EBAY","EBAY INC","EBAY INC","EQ0034854600001000","EBAY","B_Hgz"
"EBF","ENNIS INC","ENNIS INC","EQ0010052500001000","EBF","L6KdR"
"EBIX","EBIX INC","EBIX INC","EQ0010338800001000","EBIX","CnkjE"
"EBS","EMERGENT BIOSOLUTIONS","EMERGENT BIOSOLUTIONS INC","EQ0000000001835960","EBS","CCPe1"
"EBSB","MERIDIAN INTERSTATE","MERIDIAN INTERSTATE BANCORP","EQ0000000004585625","EBSB","waJ_-"
"EBTC","ENTERPRISE BANCORP INC","ENTERPRISE BANCORP INC","EQ0085307700001000","EBTC","Fr2PZ"
"EBTX","ENCORE BANCSHARES INC","ENCORE BANCSHARES INC","EQ0000000003520463","","CtWH_"
"ECHO","ECHO GLOBAL LOGISTICS","ECHO GLOBAL LOGISTICS INC","EQ0000000003543850","ECHO","DJily"
"ECL","ECOLAB INC","ECOLAB INC","EQ0010049900001000","ECL","B_LO_"
"ECOL","US ECOLOGY INC","US ECOLOGY INC","EQ0010355000001000","ECOL","I2UuFl"
"ECPG","ENCORE CAPITAL GROUP IN","ENCORE CAPITAL GROUP INC","EQ0082355800001000","ECPG","CcsFz"
"ECYT","ENDOCYTE INC","ENDOCYTE INC","EQ0000000010956731","ECYT","I2WpW4"
"ED","CONSOLIDATED EDISON INC","CONSOLIDATED EDISON INC","EQ0010038200001000","ED","CAKZ2"
"EDE","EMPIRE DISTRICT ELECTRI","EMPIRE DISTRICT ELECTRIC CO","EQ0010051800001000","EDE","CsH-Q"
"EDMC","EDUCATION MGMT CORP","EDUCATION MANAGEMENT CORP","EQ0019443100001000","EDMC","CegYV"
"EDR","EDUCATION REALTY TRUST","EDUCATION REALTY TRUST INC","EQ0000000001337417","EDR","B_KzJ"
"EE","EL PASO ELECTRIC CO","EL PASO ELECTRIC CO","EQ0017148600001000","EE","CEOY-"
"EEFT","EURONET WORLDWIDE INC","EURONET WORLDWIDE INC","EQ0020257900001000","EEFT","CrH6p"
"EF","EDELMAN FINANCIAL GROUP","EDELMAN FINANCIAL GROUP INC","EQ0038647600001000","EF","CCHOg"
"EFII","ELECTRONICS FOR IMAGING","ELECTRONICS FOR IMAGING","EQ0010357300001000","EFII","4kjxd"
"EFSC","ENTERPRISE FINL SERVICE","ENTERPRISE FINANCIAL SERVICE","EQ0115030700001000","EFSC","DYYuu"
"EFX","EQUIFAX INC","EQUIFAX INC","EQ0010053700001000","EFX","B_ahS"
"EGBN","EAGLE BANCORP INC","EAGLE BANCORP INC","EQ0034836900001000","EGBN","I3S315"
"EGHT","8X8 INC NEW","8X8 INC","EQ0020223900001000","EGHT","CaF6P"
"EGLE","EAGLE BULK SHIPPING INC","EAGLE BULK SHIPPING INC","EQ0000000001693491","EGLE","ChwLn"
"EGN","ENERGEN CORP","ENERGEN CORP","EQ0010052100001000","EGN","CBik3"
"EGOV","NIC INC","NIC INC","EQ0086100500001000","EGOV","ChV_z"
"EGP","EASTGROUP PROPERTIES IN","EASTGROUP PROPERTIES INC","EQ0010357900001000","EGP","CFEfw"
"EGY","VAALCO ENERGY INC","VAALCO ENERGY INC","EQ0011085800001000","EGY","I5Fs22"
"EHTH","EHEALTH INC","EHEALTH INC","EQ0000000002485529","EHTH","C4T9H"
"EIG","EMPLOYERS HOLDINGS INC","EMPLOYERS HOLDINGS INC","EQ0000000003043753","EIG","CjJbc"
"EIX","EDISON INTERNATIONAL","EDISON INTERNATIONAL","EQ0010131500001000","EIX","CBbQ4"
"EK","EASTMAN KODAK CO","EASTMAN KODAK CO","EQ0010049500001000","EKDKQ","B_dWr"
"EL","ESTEE LAUDER COMPANIES","ESTEE LAUDER COMPANIES-CL A","EQ0017904600001000","EL","B_Zah"
"ELGX","ENDOLOGIX INC","ENDOLOGIX INC","EQ0018662600001000","ELGX","B_3LA"
"ELLI","ELLIE MAE INC","ELLIE MAE INC","EQ0083765200001000","ELLI","I352Fd"
"ELMG","EMS TECHNOLOGIES INC",NA,NA,"","CW231"
"ELNK","EARTHLINK INC","EARTHLINK INC","EQ0017148200001000","ELNK","B_HN0"
"ELON","ECHELON CORP","ECHELON CORP","EQ0019688100001000","ELON","I2uyOC"
"ELRC","ELECTRO RENT CORP","ELECTRO RENT CORP","EQ0010360600001000","ELRC","sNK9h"
"ELS","EQUITY LIFESTYLE PROP","EQUITY LIFESTYLE PROPERTIES","EQ0011704500001000","ELS","Cg0TS"
"ELX","EMULEX CORP","EMULEX CORP","EQ0010361900001000","ELX","I2W44z"
"ELY","CALLAWAY GOLF CO","CALLAWAY GOLF COMPANY","EQ0010026000001000","ELY","CBt5G"
"EM","EMDEON INC",NA,NA,"","CaTwo"
"EMAN","EMAGIN CORP","EMAGIN CORPORATION","EQ0030295000001000","EMAN","Dhwr9"
"EMC","E M C CORP","EMC CORP/MA","EQ0010051300001000","EMC","B_HKo"
"EMCI","EMC INS GROUP INC","EMC INS GROUP INC","EQ0010361400001000","EMCI","I2i6u3"
"EME","EMCOR GROUP INC","EMCOR GROUP INC","EQ0015661700001000","EME","B_Z81"
"EMKR","EMCORE CORP","EMCORE CORP","EQ0021450600001000","EMKR","I2VCaH"
"EMN","EASTMAN CHEMICAL CO","EASTMAN CHEMICAL CO","EQ0012674700001000","EMN","CU6GX"
"EMR","EMERSON ELECTRIC CO","EMERSON ELECTRIC CO","EQ0010051500001000","EMR","BBWT71"
"END","ENDEAVOUR INTERNATIONAL","ENDEAVOUR INTERNATIONAL CORP","EQ0118183200001000","END","COXFj"
"ENDP","ENDO PHARMACEUTICALS","ENDO HEALTH SOLUTIONS INC","EQ0117564300001000","ENDP","CCO1_"
"ENH","ENDURANCE SPECIALTY HLD","ENDURANCE SPECIALTY HOLDINGS","EQ0000000000441411","ENH","B_3KK"
"ENOC","ENERNOC INC","ENERNOC INC","EQ0000000003266344","ENOC","CBUQM"
"ENR","ENERGIZER HOLDINGS INC","ENERGIZER HOLDINGS INC","EQ0117429000001000","ENR","B_Nwe"
"ENS","ENERSYS INC","ENERSYS","EQ0000000001117554","ENS","CAGXv"
"ENSG","ENSIGN GROUP INC","ENSIGN GROUP INC/THE","EQ0000000003530631","ENSG","L6FeS"
"ENTG","ENTEGRIS INC","ENTEGRIS INC","EQ0099574400001000","ENTG","CheRW"
"ENTR","ENTROPIC COMMUNICATIONS","ENTROPIC COMMUNICATIONS INC","EQ0000000003335280","ENTR","DfU42"
"ENV","ENVESTNET INC","ENVESTNET INC","EQ0000000010023063","ENV","I3ZDfr"
"ENZ","ENZO BIOCHEM INC","ENZO BIOCHEM INC","EQ0010364700001000","ENZ","GwVrh"
"ENZN","ENZON PHARMACEUTICALS","ENZON PHARMACEUTICALS INC","EQ0010364800001000","ENZN","CcEyE"
"EOG","EOG RESOURCES INC","EOG RESOURCES INC","EQ0010052900001000","EOG","B_NP-"
"EP","EL PASO CORP","EL PASO CORP","EQ0010050500001000","","CAeLa"
"EPAX","AMBASSADORS GROUP INC","AMBASSADORS GROUP INC","EQ0000000000113948","EPAX","CClx4"
"EPAY","BOTTOMLINE TECHNOLOGIES","BOTTOMLINE TECHNOLOGIES INC","EQ0038610300001000","EPAY","CB0JT"
"EPHC","EPOCH HOLDING CORP","EPOCH HOLDING CORP","EQ0010081900001000","EPHC","y2Sau"
"EPIQ","EPIQ SYSTEMS INC","EPIQ SYSTEMS INC","EQ0021104100001000","EPIQ","B_Ob_"
"EPL","ENERGY PARTNERS LTD","ENERGY PARTNERS LTD","EQ0000000008239600","EPL","I2dS7S"
"EPM","EVOLUTION PETROLEUM COR","EVOLUTION PETROLEUM CORP","EQ0018617900001000","EPM","CYUSS"
"EPOC","EPOCRATES INC","EPOCRATES INC","EQ0000000006080560","EPOC","CcSs_"
"EPR","ENTERTAINMENT PPTYS TR","ENTERTAINMENT PROPERTIES TR","EQ0030068800001000","EPR","CZaaU"
"EQIX","EQUINIX INC","EQUINIX INC","EQ0000000000446719","EQIX","CCXPq"
"EQR","EQUITY RESIDENTIAL","EQUITY RESIDENTIAL","EQ0011959400001000","EQR","CM_pD"
"EQT","EQT CORPORATION","EQT CORP","EQ0010053900001000","EQT","I2O2yo"
"EQY","EQUITY ONE INC","EQUITY ONE INC","EQ0030216400001000","EQY","CTyNu"
"ERIE","ERIE INDEMNITY CO","ERIE INDEMNITY COMPANY-CL A","EQ0017918300002000","ERIE","Cg9dz"
"ERII","ENERGY RECOVERY INC","ENERGY RECOVERY INC","EQ0000000005985332","ERII","C1d2r"
"ERT","ERESEARCHTECHNOLOGY INC","ERESEARCH TECHNOLOGY INC","EQ0020271100001000","","CCO9C"
"ERTS","ELECTRONIC ARTS INC","ELECTRONIC ARTS INC","EQ0010367800001000","EA","I6J-Ep"
"ES","ENERGYSOLUTIONS INC","ENERGYSOLUTIONS INC","EQ0000000002281137","ES","I424Kl"
"ESBF","ESB FINANCIAL CORP","ESB FINANCIAL CORP","EQ0010635100001000","ESBF","E8o1z"
"ESC","EMERITUS CORP","EMERITUS CORP","EQ0017917900001000","ESC","Vl2gb"
"ESE","ESCO TECHNOLOGIES INC","ESCO TECHNOLOGIES INC","EQ0010054200001000","ESE","CdxnF"
"ESGR","ENSTAR GROUP LIMITED","ENSTAR GROUP LTD","EQ0000000003228898","ESGR","I3GSVD"
"ESI","ITT EDUCATIONAL SVCS IN","ITT EDUCATIONAL SERVICES INC","EQ0015935700001000","ESI","bc0eE"
"ESIO","ELECTRO SCIENTIFIC INDS","ELECTRO SCIENTIFIC INDS INC","EQ0010369000001000","ESIO","Ca2q_"
"ESL","ESTERLINE TECHNOLOGIES","ESTERLINE TECHNOLOGIES CORP","EQ0010054300001000","ESL","CBLAr"
"ESRX","EXPRESS SCRIPTS INC","EXPRESS SCRIPTS HOLDING CO","EQ0010369500001000","ESRX","B_Kbl"
"ESS","ESSEX PROPERTY TRUST IN","ESSEX PROPERTY TRUST INC","EQ0014817000001000","ESS","DAzpm"
"ESSA","ESSA BANCORP INC","ESSA BANCORP INC","EQ0000000003410967","ESSA","E-PyT"
"ESSX","ESSEX RENT CORP","ESSEX RENTAL CORP","EQ0000000003336068","ESSX","I2ngq8"
"ETFC","E TRADE FINANCIAL CORP","E*TRADE FINANCIAL CORP","EQ0019436200001000","ETFC","CGT3y"
"ETH","ETHAN ALLEN INTERIORS","ETHAN ALLEN INTERIORS INC","EQ0011668200001000","ETH","CMZw4"
"ETM","ENTERCOM COMMUNICATIONS","ENTERCOM COMMUNICATIONS-CL A","EQ0034455800001000","ETM","CdeOv"
"ETN","EATON CORP","EATON CORP","EQ0010049600001000","ETN","Be6rzR"
"ETR","ENTERGY CORP","ENTERGY CORP","EQ0010053200001000","ETR","me-QN"
"EV","EATON VANCE CORP","EATON VANCE CORP","EQ0010353100001000","EV","CCDTO"
"EVC","ENTRAVISION COMM","ENTRAVISION COMMUNICATIONS-A","EQ0117975300001000","EVC","CGuRP"
"EVR","EVERCORE PARTNERS","EVERCORE PARTNERS INC-CL A","EQ0086160900001000","EVR","CEbxV"
"EW","EDWARDS LIFESCIENCES","EDWARDS LIFESCIENCES CORP","EQ0141500000001000","EW","COUEc"
"EWBC","EAST WEST BANCORP INC","EAST WEST BANCORP INC","EQ0038651700001000","EWBC","CrJOJ"
"EXAC","EXACTECH INC","EXACTECH INC","EQ0017175300001000","EXAC","I2jVWd"
"EXAM","EXAMWORKS GROUP INC","EXAMWORKS GROUP INC","EQ0000000008563950","EXAM","awfUs"
"EXAR","EXAR CORP","EXAR CORP","EQ0010372200001000","EXAR","I2T0Be"
"EXAS","EXACT SCIENCES CORP","EXACT SCIENCES CORP","EQ0118573300001000","EXAS","CSdQO"
"EXBD","CORPORATE EXECUTIVE","CORPORATE EXECUTIVE BOARD CO","EQ0034861700001000","EXBD","GeKYz"
"EXC","EXELON CORP","EXELON CORP","EQ0010117000001000","EXC","I5nwOg"
"EXEL","EXELIXIS INC","EXELIXIS INC","EQ0117697600001000","EXEL","B_E0x"
"EXH","EXTERRAN HOLDINGS INC","EXTERRAN HOLDINGS INC","EQ0000000003860398","EXH","CdANN"
"EXL","EXCEL TR INC","EXCEL TRUST INC","EQ0000000009522224","EXL","FP_c5"
"EXLS","EXLSERVICE HOLDINGS INC","EXLSERVICE HOLDINGS INC","EQ0000000001494176","EXLS","CKTK-"
"EXM","EXCEL MARITIME CARRIERS","EXCEL MARITIME CARRIERS LTD","EQ0010242100001000","EXM","CoQyI"
"EXP","EAGLE MATERIALS INC","EAGLE MATERIALS INC","EQ0013675200001000","EXP","CZSRA"
"EXPD","EXPEDITORS INTL OF WASH","EXPEDITORS INTL WASH INC","EQ0010372600001000","EXPD","CbwSW"
"EXPE","EXPEDIA INC","EXPEDIA INC","EQ0000000001885316","EXPE","B_NwU"
"EXPO","EXPONENT INC","EXPONENT INC","EQ0010374200001000","EXPO","I2WJOW"
"EXPR","EXPRESS INC","EXPRESS INC","EQ0000000009752803","EXPR","Ca_sh"
"EXR","EXTRA SPACE STORAGE INC","EXTRA SPACE STORAGE INC","EQ0000000001113281","EXR","DEw3g"
"EXTR","EXTREME NETWORKS INC","EXTREME NETWORKS INC","EQ0038653700001000","EXTR","CW1A2"
"EXXI","ENERGY XXI (BERMUDA) LT","ENERGY XXI BERMUDA","EQ0000000003583294","EXXI","CaYxX"
"EZPW","EZCORP INC","EZCORP INC-CL A","EQ0010373200001000","EZPW","B_MYe"
"F","FORD MOTOR CO","FORD MOTOR CO","EQ0010060200001000","F","B_Fyr"
"FAF","FIRST AMERICAN FINL COR","FIRST AMERICAN FINANCIAL","EQ0000000005526338","FAF","I2W98j"
"FALC","FALCONSTOR SOFTWARE","FALCONSTOR SOFTWARE INC","EQ0014826000001000","FALC","Dahz5"
"FARM","FARMER BROS CO","FARMER BROS CO","EQ0010375500001000","FARM","L6HWM"
"FARO","FARO TECHNOLOGIES INC","FARO TECHNOLOGIES INC","EQ0023385300001000","FARO","1LSHw"
"FAST","FASTENAL CO","FASTENAL CO","EQ0010375700001000","FAST","CaaWc"
"FBC","FLAGSTAR BANCORP INC","FLAGSTAR BANCORP INC","EQ0021607900001000","FBC","B_TET"
